date,city,province,country,lat/long,confirmed,recovered,dead,daily_diff_confirm,daily_diff_recover,daily_diff_dead
2/26/20,,,Bangladesh,"23.685,90.3563",0,0,0,0,0,0
2/27/20,,,Bangladesh,"23.685,90.3563",0,0,0,0,0,0
2/28/20,,,Bangladesh,"23.685,90.3563",0,0,0,0,0,0
2/29/20,,,Bangladesh,"23.685,90.3563",0,0,0,0,0,0
3/1/20,,,Bangladesh,"23.685,90.3563",0,0,0,0,0,0
3/2/20,,,Bangladesh,"23.685,90.3563",0,0,0,0,0,0
3/3/20,,,Bangladesh,"23.685,90.3563",0,0,0,0,0,0
3/4/20,,,Bangladesh,"23.685,90.3563",0,0,0,0,0,0
3/5/20,,,Bangladesh,"23.685,90.3563",0,0,0,0,0,0
3/6/20,,,Bangladesh,"23.685,90.3563",0,0,0,0,0,0
3/7/20,,,Bangladesh,"23.685,90.3563",0,0,0,0,0,0
3/8/20,,,Bangladesh,"23.685,90.3563",3,0,0,3,0,0
3/9/20,,,Bangladesh,"23.685,90.3563",3,0,0,0,0,0
3/10/20,,,Bangladesh,"23.685,90.3563",3,0,0,0,0,0
3/11/20,,,Bangladesh,"23.685,90.3563",3,0,0,0,0,0
3/12/20,,,Bangladesh,"23.685,90.3563",3,0,0,0,0,0
1/22/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,-1,-1,-1
1/23/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
1/24/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
1/25/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
1/26/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
1/27/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
1/28/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
1/29/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
1/30/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
1/31/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
2/1/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
2/2/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
2/3/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
2/4/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
2/5/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
2/6/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
2/7/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
2/8/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
2/9/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
2/10/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
2/11/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
2/12/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
2/13/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
2/14/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
2/15/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
2/16/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
2/17/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
2/18/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
2/19/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
2/20/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
2/21/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
2/22/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
2/23/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
2/24/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
2/25/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
2/26/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
2/27/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
2/28/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
2/29/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
3/1/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
3/2/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
3/3/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
3/4/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
3/5/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
3/6/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
3/7/20,,,Paraguay,"-23.4425,-58.4438",0,0,0,0,0,0
3/8/20,,,Paraguay,"-23.4425,-58.4438",1,0,0,1,0,0
3/9/20,,,Paraguay,"-23.4425,-58.4438",1,0,0,0,0,0
3/10/20,,,Paraguay,"-23.4425,-58.4438",1,0,0,0,0,0
3/11/20,,,Paraguay,"-23.4425,-58.4438",5,0,0,4,0,0
3/12/20,,,Paraguay,"-23.4425,-58.4438",5,0,0,0,0,0
1/22/20,Ontario,,Canada,"51.2538,-85.3232",0,0,0,-1,-1,-1
1/23/20,Ontario,,Canada,"51.2538,-85.3232",0,0,0,0,0,0
1/24/20,Ontario,,Canada,"51.2538,-85.3232",0,0,0,0,0,0
1/25/20,Ontario,,Canada,"51.2538,-85.3232",0,0,0,0,0,0
1/26/20,Ontario,,Canada,"51.2538,-85.3232",1,0,0,1,0,0
1/27/20,Ontario,,Canada,"51.2538,-85.3232",1,0,0,0,0,0
1/28/20,Ontario,,Canada,"51.2538,-85.3232",1,0,0,0,0,0
1/29/20,Ontario,,Canada,"51.2538,-85.3232",1,0,0,0,0,0
1/30/20,Ontario,,Canada,"51.2538,-85.3232",1,0,0,0,0,0
1/31/20,Ontario,,Canada,"51.2538,-85.3232",3,0,0,2,0,0
2/1/20,Ontario,,Canada,"51.2538,-85.3232",3,0,0,0,0,0
2/2/20,Ontario,,Canada,"51.2538,-85.3232",3,0,0,0,0,0
2/3/20,Ontario,,Canada,"51.2538,-85.3232",3,0,0,0,0,0
2/4/20,Ontario,,Canada,"51.2538,-85.3232",3,0,0,0,0,0
2/5/20,Ontario,,Canada,"51.2538,-85.3232",3,0,0,0,0,0
2/6/20,Ontario,,Canada,"51.2538,-85.3232",3,0,0,0,0,0
2/7/20,Ontario,,Canada,"51.2538,-85.3232",3,0,0,0,0,0
2/8/20,Ontario,,Canada,"51.2538,-85.3232",3,0,0,0,0,0
2/9/20,Ontario,,Canada,"51.2538,-85.3232",3,0,0,0,0,0
2/10/20,Ontario,,Canada,"51.2538,-85.3232",3,0,0,0,0,0
2/11/20,Ontario,,Canada,"51.2538,-85.3232",3,0,0,0,0,0
2/12/20,Ontario,,Canada,"51.2538,-85.3232",3,1,0,0,1,0
2/13/20,Ontario,,Canada,"51.2538,-85.3232",3,1,0,0,0,0
2/14/20,Ontario,,Canada,"51.2538,-85.3232",3,1,0,0,0,0
2/15/20,Ontario,,Canada,"51.2538,-85.3232",3,1,0,0,0,0
2/16/20,Ontario,,Canada,"51.2538,-85.3232",3,1,0,0,0,0
2/17/20,Ontario,,Canada,"51.2538,-85.3232",3,1,0,0,0,0
2/18/20,Ontario,,Canada,"51.2538,-85.3232",3,1,0,0,0,0
2/19/20,Ontario,,Canada,"51.2538,-85.3232",3,1,0,0,0,0
2/20/20,Ontario,,Canada,"51.2538,-85.3232",3,1,0,0,0,0
2/21/20,Ontario,,Canada,"51.2538,-85.3232",3,3,0,0,2,0
2/22/20,Ontario,,Canada,"51.2538,-85.3232",3,3,0,0,0,0
2/23/20,Ontario,,Canada,"51.2538,-85.3232",3,3,0,0,0,0
2/24/20,Ontario,,Canada,"51.2538,-85.3232",4,3,0,1,0,0
2/25/20,Ontario,,Canada,"51.2538,-85.3232",4,3,0,0,0,0
2/26/20,Ontario,,Canada,"51.2538,-85.3232",4,3,0,0,0,0
2/27/20,Ontario,,Canada,"51.2538,-85.3232",6,3,0,2,0,0
2/28/20,Ontario,,Canada,"51.2538,-85.3232",6,3,0,0,0,0
2/29/20,Ontario,,Canada,"51.2538,-85.3232",11,3,0,5,0,0
3/1/20,Ontario,,Canada,"51.2538,-85.3232",15,3,0,4,0,0
3/2/20,Ontario,,Canada,"51.2538,-85.3232",18,3,0,3,0,0
3/3/20,Ontario,,Canada,"51.2538,-85.3232",20,3,0,2,0,0
3/4/20,Ontario,,Canada,"51.2538,-85.3232",20,3,0,0,0,0
3/5/20,Ontario,,Canada,"51.2538,-85.3232",22,3,0,2,0,0
3/6/20,Ontario,,Canada,"51.2538,-85.3232",25,3,0,3,0,0
3/7/20,Ontario,,Canada,"51.2538,-85.3232",28,4,0,3,1,0
3/8/20,Ontario,,Canada,"51.2538,-85.3232",29,4,0,1,0,0
3/9/20,Ontario,,Canada,"51.2538,-85.3232",34,4,0,5,0,0
3/10/20,Ontario,,Canada,"51.2538,-85.3232",36,4,0,2,0,0
3/11/20,Ontario,,Canada,"51.2538,-85.3232",41,4,0,5,0,0
3/12/20,Ontario,,Canada,"51.2538,-85.3232",42,4,0,1,0,0
1/22/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,-1,-1,-1
1/23/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
1/24/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
1/25/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
1/26/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
1/27/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
1/28/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
1/29/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
1/30/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
1/31/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
2/1/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
2/2/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
2/3/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
2/4/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
2/5/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
2/6/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
2/7/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
2/8/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
2/9/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
2/10/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
2/11/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
2/12/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
2/13/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
2/14/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
2/15/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
2/16/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
2/17/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
2/18/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
2/19/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
2/20/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
2/21/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
2/22/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
2/23/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
2/24/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
2/25/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
2/26/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
2/27/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
2/28/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
2/29/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
3/1/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
3/2/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
3/3/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
3/4/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
3/5/20,Alberta,,Canada,"53.9333,-116.5765",0,0,0,0,0,0
3/6/20,Alberta,,Canada,"53.9333,-116.5765",1,0,0,1,0,0
3/7/20,Alberta,,Canada,"53.9333,-116.5765",2,0,0,1,0,0
3/8/20,Alberta,,Canada,"53.9333,-116.5765",4,0,0,2,0,0
3/9/20,Alberta,,Canada,"53.9333,-116.5765",7,0,0,3,0,0
3/10/20,Alberta,,Canada,"53.9333,-116.5765",7,0,0,0,0,0
3/11/20,Alberta,,Canada,"53.9333,-116.5765",19,0,0,12,0,0
3/12/20,Alberta,,Canada,"53.9333,-116.5765",19,0,0,0,0,0
1/22/20,Quebec,,Canada,"52.9399,-73.5491",0,0,0,-1,-1,-1
1/23/20,Quebec,,Canada,"52.9399,-73.5491",0,0,0,0,0,0
1/24/20,Quebec,,Canada,"52.9399,-73.5491",0,0,0,0,0,0
1/25/20,Quebec,,Canada,"52.9399,-73.5491",0,0,0,0,0,0
1/26/20,Quebec,,Canada,"52.9399,-73.5491",0,0,0,0,0,0
1/27/20,Quebec,,Canada,"52.9399,-73.5491",0,0,0,0,0,0
1/28/20,Quebec,,Canada,"52.9399,-73.5491",0,0,0,0,0,0
1/29/20,Quebec,,Canada,"52.9399,-73.5491",0,0,0,0,0,0
1/30/20,Quebec,,Canada,"52.9399,-73.5491",0,0,0,0,0,0
1/31/20,Quebec,,Canada,"52.9399,-73.5491",0,0,0,0,0,0
2/1/20,Quebec,,Canada,"52.9399,-73.5491",0,0,0,0,0,0
2/2/20,Quebec,,Canada,"52.9399,-73.5491",0,0,0,0,0,0
2/3/20,Quebec,,Canada,"52.9399,-73.5491",0,0,0,0,0,0
2/4/20,Quebec,,Canada,"52.9399,-73.5491",0,0,0,0,0,0
2/5/20,Quebec,,Canada,"52.9399,-73.5491",0,0,0,0,0,0
2/6/20,Quebec,,Canada,"52.9399,-73.5491",0,0,0,0,0,0
2/7/20,Quebec,,Canada,"52.9399,-73.5491",0,0,0,0,0,0
2/8/20,Quebec,,Canada,"52.9399,-73.5491",0,0,0,0,0,0
2/9/20,Quebec,,Canada,"52.9399,-73.5491",0,0,0,0,0,0
2/10/20,Quebec,,Canada,"52.9399,-73.5491",0,0,0,0,0,0
2/11/20,Quebec,,Canada,"52.9399,-73.5491",0,0,0,0,0,0
2/12/20,Quebec,,Canada,"52.9399,-73.5491",0,0,0,0,0,0
2/13/20,Quebec,,Canada,"52.9399,-73.5491",0,0,0,0,0,0
2/14/20,Quebec,,Canada,"52.9399,-73.5491",0,0,0,0,0,0
2/15/20,Quebec,,Canada,"52.9399,-73.5491",0,0,0,0,0,0
2/16/20,Quebec,,Canada,"52.9399,-73.5491",0,0,0,0,0,0
2/17/20,Quebec,,Canada,"52.9399,-73.5491",0,0,0,0,0,0
2/18/20,Quebec,,Canada,"52.9399,-73.5491",0,0,0,0,0,0
2/19/20,Quebec,,Canada,"52.9399,-73.5491",0,0,0,0,0,0
2/20/20,Quebec,,Canada,"52.9399,-73.5491",0,0,0,0,0,0
2/21/20,Quebec,,Canada,"52.9399,-73.5491",0,0,0,0,0,0
2/22/20,Quebec,,Canada,"52.9399,-73.5491",0,0,0,0,0,0
2/23/20,Quebec,,Canada,"52.9399,-73.5491",0,0,0,0,0,0
2/24/20,Quebec,,Canada,"52.9399,-73.5491",0,0,0,0,0,0
2/25/20,Quebec,,Canada,"52.9399,-73.5491",0,0,0,0,0,0
2/26/20,Quebec,,Canada,"52.9399,-73.5491",0,0,0,0,0,0
2/27/20,Quebec,,Canada,"52.9399,-73.5491",0,0,0,0,0,0
2/28/20,Quebec,,Canada,"52.9399,-73.5491",1,0,0,1,0,0
2/29/20,Quebec,,Canada,"52.9399,-73.5491",1,0,0,0,0,0
3/1/20,Quebec,,Canada,"52.9399,-73.5491",1,0,0,0,0,0
3/2/20,Quebec,,Canada,"52.9399,-73.5491",1,0,0,0,0,0
3/3/20,Quebec,,Canada,"52.9399,-73.5491",1,0,0,0,0,0
3/4/20,Quebec,,Canada,"52.9399,-73.5491",1,0,0,0,0,0
3/5/20,Quebec,,Canada,"52.9399,-73.5491",2,0,0,1,0,0
3/6/20,Quebec,,Canada,"52.9399,-73.5491",2,0,0,0,0,0
3/7/20,Quebec,,Canada,"52.9399,-73.5491",3,0,0,1,0,0
3/8/20,Quebec,,Canada,"52.9399,-73.5491",4,0,0,1,0,0
3/9/20,Quebec,,Canada,"52.9399,-73.5491",4,0,0,0,0,0
3/10/20,Quebec,,Canada,"52.9399,-73.5491",4,0,0,0,0,0
3/11/20,Quebec,,Canada,"52.9399,-73.5491",8,0,0,4,0,0
3/12/20,Quebec,,Canada,"52.9399,-73.5491",9,0,0,1,0,0
1/22/20,,,Albania,"41.1533,20.1683",0,0,0,-1,-1,-1
1/23/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
1/24/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
1/25/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
1/26/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
1/27/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
1/28/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
1/29/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
1/30/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
1/31/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
2/1/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
2/2/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
2/3/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
2/4/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
2/5/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
2/6/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
2/7/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
2/8/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
2/9/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
2/10/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
2/11/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
2/12/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
2/13/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
2/14/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
2/15/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
2/16/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
2/17/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
2/18/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
2/19/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
2/20/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
2/21/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
2/22/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
2/23/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
2/24/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
2/25/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
2/26/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
2/27/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
2/28/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
2/29/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
3/1/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
3/2/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
3/3/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
3/4/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
3/5/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
3/6/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
3/7/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
3/8/20,,,Albania,"41.1533,20.1683",0,0,0,0,0,0
3/9/20,,,Albania,"41.1533,20.1683",2,0,0,2,0,0
3/10/20,,,Albania,"41.1533,20.1683",10,0,0,8,0,0
3/11/20,,,Albania,"41.1533,20.1683",12,0,1,2,0,1
3/12/20,,,Albania,"41.1533,20.1683",23,0,1,11,0,0
1/22/20,,,Cyprus,"35.1264,33.4299",0,0,0,-1,-1,-1
1/23/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
1/24/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
1/25/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
1/26/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
1/27/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
1/28/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
1/29/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
1/30/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
1/31/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
2/1/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
2/2/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
2/3/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
2/4/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
2/5/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
2/6/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
2/7/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
2/8/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
2/9/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
2/10/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
2/11/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
2/12/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
2/13/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
2/14/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
2/15/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
2/16/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
2/17/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
2/18/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
2/19/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
2/20/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
2/21/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
2/22/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
2/23/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
2/24/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
2/25/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
2/26/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
2/27/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
2/28/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
2/29/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
3/1/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
3/2/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
3/3/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
3/4/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
3/5/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
3/6/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
3/7/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
3/8/20,,,Cyprus,"35.1264,33.4299",0,0,0,0,0,0
3/9/20,,,Cyprus,"35.1264,33.4299",2,0,0,2,0,0
3/10/20,,,Cyprus,"35.1264,33.4299",3,0,0,1,0,0
3/11/20,,,Cyprus,"35.1264,33.4299",6,0,0,3,0,0
3/12/20,,,Cyprus,"35.1264,33.4299",6,0,0,0,0,0
1/22/20,,,Brunei,"4.5353,114.7277",0,0,0,-1,-1,-1
1/23/20,,,Brunei,"4.5353,114.7277",0,0,0,0,0,0
1/24/20,,,Brunei,"4.5353,114.7277",0,0,0,0,0,0
1/25/20,,,Brunei,"4.5353,114.7277",0,0,0,0,0,0
1/26/20,,,Brunei,"4.5353,114.7277",0,0,0,0,0,0
1/27/20,,,Brunei,"4.5353,114.7277",0,0,0,0,0,0
1/28/20,,,Brunei,"4.5353,114.7277",0,0,0,0,0,0
1/29/20,,,Brunei,"4.5353,114.7277",0,0,0,0,0,0
1/30/20,,,Brunei,"4.5353,114.7277",0,0,0,0,0,0
1/31/20,,,Brunei,"4.5353,114.7277",0,0,0,0,0,0
2/1/20,,,Brunei,"4.5353,114.7277",0,0,0,0,0,0
2/2/20,,,Brunei,"4.5353,114.7277",0,0,0,0,0,0
2/3/20,,,Brunei,"4.5353,114.7277",0,0,0,0,0,0
2/4/20,,,Brunei,"4.5353,114.7277",0,0,0,0,0,0
2/5/20,,,Brunei,"4.5353,114.7277",0,0,0,0,0,0
2/6/20,,,Brunei,"4.5353,114.7277",0,0,0,0,0,0
2/7/20,,,Brunei,"4.5353,114.7277",0,0,0,0,0,0
2/8/20,,,Brunei,"4.5353,114.7277",0,0,0,0,0,0
2/9/20,,,Brunei,"4.5353,114.7277",0,0,0,0,0,0
2/10/20,,,Brunei,"4.5353,114.7277",0,0,0,0,0,0
2/11/20,,,Brunei,"4.5353,114.7277",0,0,0,0,0,0
2/12/20,,,Brunei,"4.5353,114.7277",0,0,0,0,0,0
2/13/20,,,Brunei,"4.5353,114.7277",0,0,0,0,0,0
2/14/20,,,Brunei,"4.5353,114.7277",0,0,0,0,0,0
2/15/20,,,Brunei,"4.5353,114.7277",0,0,0,0,0,0
2/16/20,,,Brunei,"4.5353,114.7277",0,0,0,0,0,0
2/17/20,,,Brunei,"4.5353,114.7277",0,0,0,0,0,0
2/18/20,,,Brunei,"4.5353,114.7277",0,0,0,0,0,0
2/19/20,,,Brunei,"4.5353,114.7277",0,0,0,0,0,0
2/20/20,,,Brunei,"4.5353,114.7277",0,0,0,0,0,0
2/21/20,,,Brunei,"4.5353,114.7277",0,0,0,0,0,0
2/22/20,,,Brunei,"4.5353,114.7277",0,0,0,0,0,0
2/23/20,,,Brunei,"4.5353,114.7277",0,0,0,0,0,0
2/24/20,,,Brunei,"4.5353,114.7277",0,0,0,0,0,0
2/25/20,,,Brunei,"4.5353,114.7277",0,0,0,0,0,0
2/26/20,,,Brunei,"4.5353,114.7277",0,0,0,0,0,0
2/27/20,,,Brunei,"4.5353,114.7277",0,0,0,0,0,0
2/28/20,,,Brunei,"4.5353,114.7277",0,0,0,0,0,0
2/29/20,,,Brunei,"4.5353,114.7277",0,0,0,0,0,0
3/1/20,,,Brunei,"4.5353,114.7277",0,0,0,0,0,0
3/2/20,,,Brunei,"4.5353,114.7277",0,0,0,0,0,0
3/3/20,,,Brunei,"4.5353,114.7277",0,0,0,0,0,0
3/4/20,,,Brunei,"4.5353,114.7277",0,0,0,0,0,0
